Sample Number,Site ID,Target,"UTM East
NAD83_U10","UTM North
NAD83_U10",Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Parent Sample Number
239435,ECL648,Eclipse,685102,5512798,REG,,06/30/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,
239436,ECL647,Eclipse,685050,5512798,REG,,06/30/2023,MP,Dry,Sub-angular,30,B Horizon,lt brown,Forest,Silt,,
239437,ECL610,Eclipse,685051,5512699,REG,,06/30/2023,MP,Dry,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,,
239438,ECL611,Eclipse,685098,5512699,REG,,06/30/2023,MP,Dry,Sub-angular,10,B Horizon,brown,Forest,Sandy Silt,,
239439,ECL612,Eclipse,685149,5512702,REG,,06/30/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,
239440,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
239441,ECL613,Eclipse,685201,5512699,REG,,07/05/2023,MP,Moist,Sub-rounded,30,B Horizon,dk brown,Clear Cut,Sandy Silt,Poor sample lots of org's.,
239442,ECL614,Eclipse,685249,5512698,REG,,06/30/2023,MP,Moist,Sub-angular,20,B Horizon,brown,Clear Cut,Sandy Silt,,
239443,ECL615,Eclipse,685304,5512700,REG,,06/30/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,Close to an old road.,
239444,ECL616,Eclipse,685351,5512700,REG,,06/30/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
239445,ECL617,Eclipse,685400,5512700,REG,,06/30/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
239446,ECL618,Eclipse,685452,5512698,REG,,06/30/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,Top of an outcrop.,
239447,ECL619,Eclipse,685499,5512701,REG,,06/30/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Clear Cut,Sandy Silt,,
239448,ECL620,Eclipse,685548,5512698,REG,,07/01/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,
239449,ECL621,Eclipse,685599,5512699,REG,,07/01/2023,MP,Dry,Sub-angular,30,B Horizon,brown,Forest,Sandy Silt,,
239450,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
239451,Ecl425,Eclipse,685049,5512204,REG,,07/05/2023,MP,Damp,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,Some organics mixed in,
239452,Ecl388,Eclipse,685049,5512105,REG,,07/06/2023,MP,Damp,Sub-rounded,30,B Horizon,lt brown,Forest,Sandy Silt,,
239453,Ecl390,Eclipse,685150,5512099,REG,,07/06/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silt,,
239454,Ecl391,Eclipse,685202,5512103,REG,,07/06/2023,MP,Dry,Sub-rounded,10,B Horizon,brown,Forest,Sandy Silt,,
239455,Ecl392,Eclipse,685248,5512097,REG,,07/06/2023,MP,Wet,Sub-angular,30,B Horizon,Light Brown-Grey,Forest,Sandy Silt,Poor sample organic mixed in ,
239456,393,Eclipse,685298,5512098,REG,,07/06/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,,
239457,Ecl394,Eclipse,685349,5512098,REG,,07/06/2023,MP,Damp,Sub-rounded,30,B Horizon,lt brown,Forest,Sandy Silt,,
239458,Ecl395,Eclipse,685404,5512101,REG,,07/06/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
239459,Ecl396,Eclipse,685440,5512118,REG,,07/06/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,Sample moved 15m due to swamp,
239460,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
239461,Ecl397,Eclipse,685519,5512090,REG,,07/12/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,Sample moved because of swamp ,
239462,Ecl398,Eclipse,685555,5512102,REG,,07/06/2023,MP,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Silt,,
239463,Ecl399,Eclipse,685597,5512100,REG,,07/06/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Clear Cut,Silt,,
239464,Ecl400,Eclipse,685648,5512102,REG,,07/06/2023,MP,Dry,Sub-angular,10,B Horizon,brown,Clear Cut,Silt,,
239465,Ecl401,Eclipse,685708,5512110,REG,,07/06/2023,MP,Moist,Sub-rounded,40,B Horizon,dk brown,Clear Cut,Silty Sand,Sample moved because of swamp. Poor same. ,
239466,Ecl403,Eclipse,685800,5512100,REG,,07/06/2023,MP,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Sandy Silt,,
239467,Ecl404,Eclipse,685851,5512102,REG,,07/06/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
239468,Ecl405,Eclipse,685903,5512101,REG,,07/07/2023,MP,Dry,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
239469,Ecl368,Eclipse,685900,5512001,REG,,07/07/2023,MP,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Silt,,
239470,Ecl368,,,,DUP,,07/07/2023,,,,,,,,,,239469
239471,Ecl367,Eclipse,685853,5511995,REG,,07/07/2023,MP,Moist,Sub-angular,20,B Horizon,Light Brown-Grey,Clear Cut,Sandy Silt,,
239472,Ecl366,Eclipse,685804,5512002,REG,,07/07/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Clear Cut,Sandy Silt,,
239473,Ecl365,Eclipse,685749,5511999,REG,,07/07/2023,MP,Dry,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,,
239474,Ecl364,Eclipse,685696,5511999,REG,,07/07/2023,MP,Dry,Sub-rounded,20,B Horizon,dk brown,Clear Cut,Silty Sand,,
239475,Ecl363,Eclipse,685648,5512002,REG,,07/07/2023,MP,Moist,Sub-rounded,20,B Horizon,dk brown,Clear Cut,Silty Sand,,
239476,Ecl362,Eclipse,685599,5512000,REG,,07/07/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
239477,Ecl361,Eclipse,685553,5511999,REG,,07/07/2023,MP,Dry,Sub-angular,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
239478,Ecl360,Eclipse,685504,5511994,REG,,07/07/2023,MP,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
239479,Ecl359,Eclipse,685445,5512002,REG,,07/07/2023,MP,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
239480,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
239481,Ecl358,Eclipse,685399,5512005,REG,,07/12/2023,MP,Wet,Sub-rounded,40,B Horizon,brown-blk,Swamp,Silt,Poor sample swamp. Top soil and organic mixed in ,
239482,Ecl357,Eclipse,685349,5512002,REG,,07/07/2023,MP,Moist,Sub-rounded,20,B Horizon,brown-blk,Swamp,Sandy Silt,Poor sample. Swamp. Top soil mixed in,
239483,Ecl356,Eclipse,685300,5512001,REG,,07/07/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
239484,Ecl355,Eclipse,685245,5512002,REG,,07/07/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,
239485,Ecl354,Eclipse,685200,5511996,REG,,07/07/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,
239486,Ecl353,Eclipse,685153,5511999,REG,,07/07/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,
239487,Ecl352,Eclipse,685101,5512004,REG,,07/07/2023,MP,Moist,Sub-angular,40,B Horizon,brown,Forest,Sandy Silt,Poor sample organics mixed in swampy ,
239488,Ecl451,Eclipse,685052,5512000,REG,,07/07/2023,MP,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
239489,Ecl314,Eclipse,685047,5511903,REG,,07/07/2023,MP,Dry,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,
239490,Ecl314,,,,DUP,,07/07/2023,,,,,,,,,,239489
239491,ecl315,Eclipse,685094,5511898,REG,,07/07/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,Fulcrum not working in field ,
239492,ECL316,Eclipse,685146,5511900,REG,,07/07/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,Fulcrum not working in field ,
239493,ecl317,Eclipse,685199,5511899,REG,,07/07/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,Fulcrum not working in field,
239494,ecl318,Eclipse,685253,5511902,REG,,07/07/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,fulcrum not working in field ,
239495,ecl319,Eclipse,685296,5511911,REG,,07/08/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,
239496,ecl320,Eclipse,685351,5511899,REG,,07/08/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,fulcrum not working in field,
239497,ecl321,Eclipse,685399,5511902,REG,,07/08/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,fulcrum not working in field ,
239498,ecl322,Eclipse,685452,5511893,REG,,07/08/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,fulcrum not working,
239499,ecl323,Eclipse,685498,5511900,REG,,07/08/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,fulcrum not working in field,
239500,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
257501,LEE069,Lee Side,684648,5508303,REG,,09/09/2023,CR,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Silty Sand,,
257502,LEE068,Lee Side,684599,5508302,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
257503,LEE067,Lee Side,684550,5508302,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
257504,LEE066,Lee Side,684498,5508303,REG,,10/02/2023,CR,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Clear Cut,Sandy Silt,,
257505,LEE065,Lee Side,684448,5508303,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
257506,LEE064,Lee Side,684398,5508303,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
257507,LEE063,Lee Side,684348,5508302,REG,,10/02/2023,CR,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
257508,LEE062,Lee Side,684300,5508302,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
257509,LEE061,Lee Side,684249,5508303,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
257510,LEE061,,49.875208,-120.5826693,DUP,,10/02/2023,,,,,,,,,,257509
257511,LEE060,Lee Side,684200,5508305,REG,,10/02/2023,CR,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Clear Cut,Silty Sand,,
257512,LEE059,Lee Side,684153,5508303,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
257860,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
257870,,,,,DUP,,09/15/2023,,,,,,,,,,257869
257880,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
257890,,,,,DUP,,09/15/2023,,,,,,,,,,257889
257894,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
257910,61,,,,DUP,,09/14/2023,,,,,,,,,,257909
257920,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
257930,66,,,,DUP,,09/15/2023,,,,,,,,,,257929
257940,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
257950,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
257960,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258001,LEE229,Lee Side,685404,5508805,REG,,09/16/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258002,LEE228,Lee Side,685356,5508801,REG,,09/17/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258003,LEE227,Lee Side,685306,5508800,REG,,09/17/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258004,LEE226,Lee Side,685255,5508803,REG,,09/17/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258005,LEE225,Lee Side,685204,5508806,REG,,09/17/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258006,LEE224,Lee Side,685149,5508806,REG,,09/17/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258007,LEE223,Lee Side,685102,5508806,REG,,09/17/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258008,LEE222,Lee Side,685049,5508808,REG,,09/17/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Silty Sand,,
258009,LEE221,Lee Side,685002,5508804,REG,,09/17/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258010,LEE221,,,,DUP,,09/17/2023,,,,,,,,,,258009
258011,LEE192,Lee Side,684999,5508701,REG,,09/17/2023,SP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258012,LEE193,Lee Side,685048,5508700,REG,,09/18/2023,SP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258013,LEE194,Lee Side,685091,5508677,REG,,09/18/2023,SP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Silty Sand,Moved sample away from marsh,
258014,LEE195,Lee Side,685149,5508688,REG,,09/18/2023,SP,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Pebbly Sand,Moved sample away from marsh,
258015,LEE196,Lee Side,685197,5508698,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258016,LEE197,Lee Side,685248,5508699,REG,,09/18/2023,SP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258017,LEE198,Lee Side,685303,5508701,REG,,09/18/2023,SP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Pebbly Sand,Near old road,
258018,LEE199,Lee Side,685349,5508701,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258019,LEE200,Lee Side,685395,5508696,REG,,09/18/2023,SP,Dry,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258020,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258021,LEE201,Lee Side,685448,5508702,REG,,10/02/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258022,LEE202,Lee Side,685496,5508701,REG,,09/18/2023,SP,Damp,Sub-rounded,30,B Horizon,brown-blk,Clear Cut,Silty Sand,,
258023,LEE203,Lee Side,685551,5508699,REG,,09/18/2023,SP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258024,LEE174,Lee Side,685551,5508601,REG,,09/18/2023,SP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258025,LEE173,Lee Side,685501,5508599,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258026,LEE172,Lee Side,685449,5508600,REG,,09/18/2023,SP,Dry,Sub-rounded,18,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258027,LEE171,Lee Side,685400,5508600,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258028,LEE170,Lee Side,685348,5508600,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258029,LEE169,Lee Side,685299,5508599,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258030,LEE169,,,,DUP,,09/18/2023,,,,,,,,,,258029
258031,LEE168,Lee Side,685249,5508600,REG,,09/18/2023,SP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258032,LEE167,Lee Side,685197,5508599,REG,,09/18/2023,SP,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
258033,LEE166,Lee Side,685149,5508600,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
258034,LEE165,Lee Side,685097,5508598,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258035,LEE164,Lee Side,685047,5508599,REG,,09/18/2023,SP,Damp,Sub-rounded,20,B Horizon,lt brown,Forest,Silty Sand,,
258036,LEE163,Lee Side,684999,5508599,REG,,09/18/2023,SP,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Silt,,
258037,LEE162,Lee Side,684947,5508599,REG,,09/18/2023,SP,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258038,LEE161,Lee Side,684900,5508591,REG,,09/18/2023,SP,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,Sample moved off road,
258039,LEE160,Lee Side,684850,5508601,REG,,09/18/2023,SP,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
258040,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258041,LEE159,Lee Side,684796,5508602,REG,,10/02/2023,SP,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258042,LEE158,Lee Side,684748,5508598,REG,,09/18/2023,SP,Dry,Sub-angular,15,B Horizon,brown,Forest,Pebbly Sand,,
258043,LEE157,Lee Side,684698,5508601,REG,,09/18/2023,SP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258044,LEE186,Lee Side,684704,5508698,REG,,09/18/2023,SP,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,Moved sample from boggy area,
258045,LEE187,Lee Side,684741,5508703,REG,,09/18/2023,SP,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,Sample moved off road,
258046,LEE188,Lee Side,684805,5508702,REG,,09/18/2023,SP,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258047,LEE189,Lee Side,684849,5508699,REG,,09/18/2023,SP,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
258048,LEE190,Lee Side,684902,5508701,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258049,LEE191,Lee Side,684949,5508700,REG,,09/18/2023,SP,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258050,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258051,PL49,,683199,5497206,REG,,10/02/2023,JA,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
258052,PL43,,683151,5497205,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
258053,PL37,,683099,5497207,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
258054,PL39,,683049,5497205,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Silty Sand,,
258055,PL25,,682999,5497206,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
258056,PL19,,682947,5497208,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258057,PL13,,682898,5497207,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258058,PL7,,682850,5497205,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258059,PL1,,682799,5497203,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258060,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258061,LEE220,Lee Side,684948,5508802,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258062,LEE219,Lee Side,684894,5508807,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,Moved slightly north to be off road,
258063,LEE218,Lee Side,684857,5508801,REG,,09/30/2023,CR,Dry,Sub-angular,18,B Horizon,lt brown,Clear Cut,Pebbly Sand,Moved east to stay off road ,
258064,LEE217,Lee Side,684799,5508802,REG,,09/30/2023,CR,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258065,LEE216,Lee Side,684750,5508799,REG,,09/30/2023,CR,Damp,Sub-rounded,40,C Horizon,grey,Clear Cut,Sandy Silt,Sampled from tree fall,
258066,LEE215,Lee Side,684701,5508805,REG,,09/30/2023,CR,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
258067,LEE214,Lee Side,684651,5508800,REG,,09/30/2023,CR,Damp,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258068,LEE213,Lee Side,684595,5508801,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258069,LEE212,Lee Side,684549,5508800,REG,,09/30/2023,CR,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
258070,LEE212,,,,DUP,,09/30/2023,,,,,,,,,,258069
258071,LEE211,Lee Side,684484,5508794,REG,,09/30/2023,CR,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,,
258072,LEE210,Lee Side,684449,5508799,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258073,LEE209,Lee Side,684400,5508802,REG,,09/30/2023,CR,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,,
258074,LEE208,Lee Side,684348,5508802,REG,,09/30/2023,CR,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,,
258075,LEE207,Lee Side,684302,5508801,REG,,09/30/2023,CR,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
258076,LEE206,Lee Side,684250,5508801,REG,,09/30/2023,CR,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,,
258077,LEE205,Lee Side,684197,5508802,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258078,LEE204,Lee Side,684148,5508803,REG,,09/30/2023,CR,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258079,LEE233,Lee Side,684149,5508903,REG,,09/30/2023,CR,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258080,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258081,LEE234,Lee Side,684200,5508903,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258082,LEE235,Lee Side,684249,5508902,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258083,LEE236,Lee Side,684299,5508899,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258084,LEE237,Lee Side,684365,5508897,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258085,LEE238,Lee Side,684423,5508907,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Silty Sand,"Moved east, bad ground",
258086,LE239,Lee Side,684450,5508902,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258087,LEE240,Lee Side,684519,5508904,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Silty Sand,Moved due to bad ground,
258088,LEE241,Lee Side,684553,5508901,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Silty Sand,,
258089,LEE242,Lee Side,684599,5508900,REG,,09/30/2023,CR,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258090,LEE243,,,,DUP,,09/30/2023,,,,,,,,,,258089
258091,LEE243,Lee Side,684648,5508901,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258092,LE244,Lee Side,684700,5508899,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258093,LEE245,Lee Side,684751,5508902,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
258094,LEE246,Lee Side,684801,5508904,REG,,09/30/2023,CR,Moist,Sub-rounded,15,C Horizon,dk grey,Clear Cut,Silty Sand,,
258095,LEE247,Lee Side,684845,5508899,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
258096,LEE248,Lee Side,684898,5508900,REG,,09/30/2023,CR,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258097,LEE249,Lee Side,684952,5508901,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
258098,LEE185,Lee Side,684645,5508708,REG,,09/30/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,Moved north to be off road,
258099,LEE184,Lee Side,684598,5508703,REG,,10/01/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258100,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258101,LEE183,Lee Side,684549,5508699,REG,,10/02/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258102,LEE182,Lee Side,684500,5508703,REG,,10/01/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258103,LEE181,Lee Side,684452,5508702,REG,,10/01/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258104,LEE180,Lee Side,684399,5508704,REG,,10/01/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258105,LEE179,Lee Side,684351,5508703,REG,,10/01/2023,CR,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258106,LEE178,Lee Side,684301,5508703,REG,,10/01/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
258107,LEE177,Lee Side,684249,5508703,REG,,10/01/2023,CR,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258108,LEE176,Lee Side,684198,5508702,REG,,10/01/2023,CR,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
